Date,Value
2024-09-19 09:52:48.144145,54.64504127199977
2024-09-20 09:52:48.144145,109.24145688620425
2024-09-21 09:52:48.144145,101.42344384136116
2024-09-22 09:52:48.144145,69.96737821583598
2024-09-23 09:52:48.144145,128.51759613930136
2024-09-24 09:52:48.144145,95.6069984217036
2024-09-25 09:52:48.144145,86.63618432936917
2024-09-26 09:52:48.144145,79.21446485352182
2024-09-27 09:52:48.144145,63.94938606520418
2024-09-28 09:52:48.144145,111.18528947223794
2024-09-29 09:52:48.144145,79.1229140198042
2024-09-30 09:52:48.144145,93.19450186421157
2024-10-01 09:52:48.144145,102.4756431632238
2024-10-02 09:52:48.144145,80.42422429595376
2024-10-03 09:52:48.144145,68.34045098534338
2024-10-04 09:52:48.144145,68.18249672071006
2024-10-05 09:52:48.144145,71.23391106782762
2024-10-06 09:52:48.144145,133.24426408004217
2024-10-07 09:52:48.144145,146.99098521619942
2024-10-08 09:52:48.144145,52.05844942958024
2024-10-09 09:52:48.144145,120.80725777960456
2024-10-10 09:52:48.144145,110.11150117432088
2024-10-11 09:52:48.144145,136.6176145774935
2024-10-12 09:52:48.144145,55.80836121681995
2024-10-13 09:52:48.144145,65.59945203362027
2024-10-14 09:52:48.144145,65.60186404424365
2024-10-15 09:52:48.144145,109.86584841970367
2024-10-16 09:52:48.144145,123.1993941811405
2024-10-17 09:52:48.144145,145.07143064099162
2024-10-18 09:52:48.144145,87.45401188473625
